NEIGHBORHOOD,BOROUGH,BLOCK,LOT,MULTI-LOT,DATE,PRICE,LOT AREA,LOT FRONTAGE,LOT TYPE,ZONING 1,ZONING 2,OVERLAY 1,OVERLAY 2,SPECIAL DISTRICT,MIH/VIH,BASE FAR,BASE ZFA,PPZFA,Date,Rate
Ocean Hill,Brooklyn,1544,"15, 16",Yes,2019-12-16,1437550,5033,50.33,Interior,R6A,,,,,MIH,3.6,18119,79,2019-12-16,1.75
Red Hook,Brooklyn,586,"2, 3, 4, 5, 6, 7, 8, 9, 11",Yes,2019-12-16,8100000,19281,304.75,Corner ,R5,,,,,,1.25,24101,336,2019-12-16,1.75
Williamsburg,Brooklyn,2323,9,No,2019-12-13,41361482,20584,173.33,Through,M1-2/R6,M1-2/R6A,,,MX-8,VIH,,82000,504,2019-12-13,1.75
Ditmas Park,Brooklyn,5217,53,No,2019-12-12,1687500,3440,95.25,Interior,R6A,,,,,,3.0,10320,164,2019-12-12,1.75
Williamsburg,Brooklyn,"2376, 2361, 2355","50, 1, 1",Yes,2019-12-12,150000000,304757,1548.91,Corner,C6-2,,,,,,2.0,609514,246,2019-12-12,1.75
Turtle Bay,Manhattan,1302,25,No,2019-12-12,115000000,10545,105.01,Interior,C5-2.5  ,,,,MID,,12.0,183310,627,2019-12-12,1.75
Carnegie Hill,Manhattan,1497,"52, 53",Yes,2019-12-11,71000000,6358,102.0,Corner,C5-1  ,,,,MP,,10.0,62668,1133,2019-12-11,1.75
Mott Haven,The Bronx,2577,63,No,2019-12-09,1525000,4808,148.1,Corner,R7-1,,,,,,3.44,16540,92,2019-12-09,1.75
Bedford-Stuyvesant,Brooklyn,1763,53,No,2019-12-05,1000000,2000,20.0,Interior ,R6B,,,,,,2.0,4000,250,2019-12-05,1.75
Clinton Hill,Brooklyn,2010,53,No,2019-12-05,6500000,6780,56.5,Interior,R6A ,R9,C2-5,,,MIH,,25312,257,2019-12-05,1.75
Bushwick,Brooklyn,3273,6,No,2019-12-03,1250000,1800,20.0,Corner,R6,,C1-3,,,,3.0,5400,231,2019-12-03,1.75
Highbridge,The Bronx,2857,"23, 24",Yes,2019-11-27,5152052,14298,245.0,Through,R8A ,,,,J,MIH,7.2,102946,74,2019-11-27,1.75
Sunset Park,Brooklyn,5809,"7, 10",Yes,2019-11-27,7625000,14000,240.0,Corner ,R7A ,R6B,C2-4,,,VIH,,42500,121,2019-11-27,1.75
Bushwick,Brooklyn,3428,13,No,2019-11-26,1050000,3000,30.0,Interior ,R6,,,,,,2.2,8530,108,2019-11-26,1.75
Mott Haven,The Bronx,2577,9,No,2019-11-26,1900000,7758,177.58,Corner,M1-2,,,,,,2.0,15516,122,2019-11-26,1.75
Bushwick,Brooklyn,3471,32,No,2019-11-26,925000,2500,25.0,Interior,R6,,,,,,2.0,5000,210,2019-11-26,1.75
Central Midtown,Manhattan,1310,1,No,2019-11-25,616755254,27950,200.83,Corner ,C5-3,,,,MID,,15.0,688461,896,2019-11-25,1.75
Bushwick,Brooklyn,3314,75,No,2019-11-21,3300000,2500,25.0,Interior,R6,,,,,,2.0,15000,220,2019-11-21,1.75
Flatbush,Brooklyn,4837,75,No,2019-11-20,3000000,7000,35.0,Interior,R7-1,,,,,,3.44,15925,188,2019-11-20,1.75
Ocean Hill,Brooklyn,1544,21,No,2019-11-19,12500000,40966,586.0,Corner ,C4-4L ,,,,,MIH,4.6,188444,66,2019-11-19,1.75
New Dorp,Staten Island,3960,350,No,2019-11-08,12000000,134071,297.0,Interior,C4-1,,,,,,1.25,167589,72,2019-11-08,1.75
Bedford-Stuyvesant,Brooklyn,1736,"34, 35, 37, 38, 39, 137",Yes,2019-10-30,12450000,14667,231.7,Corner,R7D,,C2-4,,,MIH,5.6,82135,152,2019-10-30,1.75
Greenpoint,Brooklyn,2649,24,No,2019-10-29,2250000,2500,25.0,Interior,R7A,,,,,VIH,3.45,8625,261,2019-10-29,1.75
East New York,Brooklyn,3989,7,No,2019-10-28,1323850,5000,50.0,Interior,R6A,,,,,MIH,3.6,18000,74,2019-10-28,2.0
Norwood,The Bronx,3357,120,No,2019-10-23,2000000,11358,500.4,Interior,C8-2,,,,,,2.0,22716,88,2019-10-23,2.0
Gowanus,Brooklyn,433,28,No,2019-10-17,18573500,30100,530.0,Corner ,M1-4/R7A,,,,G,MIH,4.6,138460,236,2019-10-17,2.0
Gowanus,Brooklyn,440,"21, 47, 23, 24, 25, 26, 48",Yes,2019-10-17,32681500,18845,200.0,Corner ,M1-4/R6A,M1-4/R7A,,,G,,,78687,236,2019-10-17,2.0
Brighton Beach,Brooklyn,8664,"411, 450",Yes,2019-10-04,1166000,3200,120.0,Corner,R6,,,,OP,,2.2,7040,166,2019-10-04,2.0
Flatbush,Brooklyn,4885,61,No,2019-10-03,1290000,4000,40.0,Interior,R6,,,,,,2.2,8800,147,2019-10-03,2.0
East Flatbush,Brooklyn,4622,20,No,2019-10-02,1060000,4000,40.0,Interior,R6,,,,,,3.0,12000,88,2019-10-02,2.0
Manhattanville,Manhattan,1987,1,No,2019-10-02,33600000,17984,199.83,Corner ,C6-2 ,,,,MMU,,6.02,108264,310,2019-10-02,2.0
Astoria,Queens,615,"2, 102",Yes,2019-10-01,3375000,4000,50.0,Interior,C4-3,,,,,,3.4,13600,248,2019-10-01,2.0
Central Harlem,Manhattan,1717,23,No,2019-09-26,3078750,5164,49.5,Interior,R7-2,,,,,,3.44,17764,173,2019-09-26,2.0
Astoria,Queens,639,1,No,2019-09-23,5000000,6692,175.0,Corner,M1-5,,,,,,5.0,33460,149,2019-09-23,2.0
Borough Park,Brooklyn,5710,51,No,2019-09-20,2100000,4006,40.0,Interior ,M1-1,,,,,,1.0,4006,524,2019-09-20,2.0
Mott Haven,The Bronx,2333,33,No,2019-09-19,10000000,21078,175.0,Corner,M1-4/R7A,,,,MX-13,VIH,3.45,72719,138,2019-09-19,2.0
Morris Heights,The Bronx,2861,35,No,2019-09-17,3098250,10000,100.0,Interior,C8-3,,,,,,2.0,20000,155,2019-09-17,2.0
Astoria,Queens,533,45,No,2019-09-13,5100000,5050,50.0,Interior,R7A ,,C2-3,,,VIH,3.45,17423,293,2019-09-13,2.25
Flatbush,Brooklyn,5189,15,No,2019-09-10,2400000,6000,60.0,Interior,R6A,,,,,,3.0,18000,133,2019-09-10,2.25
Bedford-Stuyvesant,Brooklyn,1538,61,No,2019-09-09,3250000,9350,93.5,Interior ,R6,,C2-3,,,,3.0,35266,92,2019-09-09,2.25
West Bronx,The Bronx,3144,"4, 5, 6, 65",Yes,2019-09-03,2240000,6853,76.0,Interior,R7-1,,,,,,4.0,27412,82,2019-09-03,2.25
West Farms,The Bronx,3121,"21, 23",Yes,2019-08-30,1380000,6534,66.0,Interior,R7-1,,,,,,3.44,22477,61,2019-08-30,2.25
Red Hook,Brooklyn,574,"1, 23, 24",Yes,2019-08-29,21500000,67500,880.0,Corner,M2-1,,,,,,2.0,135000,159,2019-08-29,2.25
Brownsville,Brooklyn,3525,27,Yes,2019-08-27,1950000,10000,100.0,Interior ,R6,,C1-3,,,,3.0,87182,22,2019-08-27,2.25
Mount Hope,The Bronx,2892,"32, 33, 34, 35, 36, 37, 42, 43, 44, 149, 152",Yes,2019-08-27,6000000,22216,150.0,Interior,R7-1,,M1-1,,,,3.44,76423,79,2019-08-27,2.25
East Harlem,Manhattan,1667,11,No,2019-08-22,2025000,2614,25.0,Interior,R7A,,,,,,4.0,10456,194,2019-08-22,2.25
Flatbush,Brooklyn,5167,45,No,2019-08-20,3000000,6098,160.0,Corner ,R6A,,,,,,3.0,18294,164,2019-08-20,2.25
Norwood,The Bronx,3331,"51, 52, 53",Yes,2019-08-16,2100000,11875,100.0,Interior,R7D,,C2-4,,,VIH,4.2,49875,99,2019-08-16,2.25
Gowanus,Brooklyn,447,1,No,2019-08-16,4950000,4100,132.0,Corner,M1-2,,,,,,2.0,8200,439,2019-08-16,2.25
Williamsburg,Brooklyn,2755,39,No,2019-08-13,2750000,2500,25.0,Interior,R6A ,R6B,C2-4,,,,3.0,7500,367,2019-08-13,2.25
Gowanus,Brooklyn,438,"1, 2, 3, 8, 11, 20, 50",Yes,2019-08-12,95000000,92862,408.0,Interior,M1-4/R7-2,,,,G,MIH,4.4,447600,212,2019-08-12,2.25
Astoria,Queens,660,64,No,2019-08-08,2287500,2362,26.0,Interior,C4-2A,,,,,,3.0,7086,323,2019-08-08,2.25
Bay Ridge,Brooklyn,6133,7503,Yes ,2019-08-07,8700000,10000,100.0,Interior ,R7A,,,,BR,,4.0,41672,209,2019-08-07,2.25
Upper West Side,Manhattan,1874,"43, 44, 45",Yes,2019-08-05,44000000,10887,99.0,Corner,R9A ,R8B,C1-5,,EC-3,VIH,6.5,91582,480,2019-08-05,2.25
Crown Heights,Brooklyn,1307,80,No,2019-07-31,3600000,12000,120.0,Interior,C8-2,,,,,,2.0,23974,250,2019-07-31,2.25
Mill Basin,Brooklyn,728,34,No,2019-07-30,1250000,46000,100.0,Corner,R3-1,,,,,,0.5,23000,217,2019-07-30,2.25
Homecrest,Brooklyn,7295,3,No,2019-07-30,6000000,2295,112.0,Corner,R4-1,,,,,,0.75,1721,726,2019-07-30,2.25
Central Harlem,Manhattan,1954,31,No,2019-07-25,3000000,2100,25.0,Interior,R8A ,,C2-4,,,,6.02,12642,237,2019-07-25,2.5
Upper East Side,Manhattan,1555,38,No,2019-07-23,4600000,2517,25.0,Interior,R8B,,,,,,4.0,10068,457,2019-07-23,2.5
Cypress Hills,Brooklyn,3691,8,No,2019-07-19,1275000,2250,115.0,Corner,R8A ,,C2-4,,EC-5,MIH,7.2,16200,79,2019-07-19,2.5
Midtown South,Manhattan,1311,"13, 14, 15, 16, 112, 113, 114, 115",Yes,2019-07-18,103700000,10428,83.42,Corner ,C5-2.5   ,C5-2,,,MID,,12.0,175000,593,2019-07-18,2.5
Williamsburg,Brooklyn,2444,"8, 7, 6, 4",Yes,2019-07-17,15000000,15900,160.0,Interior,M1-2/R6,,,,MX-8,VIH,,38980,385,2019-07-17,2.5
St George,Staten Island,16,98,No,2019-07-09,1951000,9637,100.1,Interior,C4-2,,,,SG ,,3.4,32766,60,2019-07-09,2.5
Ridgewood,Brooklyn,3338,16,No,2019-07-08,1165000,2000,20.0,Interior,R6,,,,,,2.2,4400,265,2019-07-08,2.5
Williamsburg,Brooklyn,2173,6,No,2019-07-08,7770000,7405,76.0,Through,R6,,,,,,3.0,22215,350,2019-07-08,2.5
Homecrest,Brooklyn,6681,119,No,2019-07-02,1704329,5250,75.0,Interior,R6A  ,,C2-4,,OP,,3.0,15750,108,2019-07-02,2.5
Midtown,Manhattan,1259,35,No,2019-07-01,205000000,10454,85.0,Corner,C5-3  ,,,,MID,,15.0,523188,392,2019-07-01,2.5
Boerum Hill,Brooklyn,399,7502,No,2019-06-28,10000000,12500,225.0,Corner,M1-4/R6A,R6,,,G,,2.2,32004,312,2019-06-28,2.5
Upper West Side,Manhattan,1528,45,No,2019-06-28,167000000,12650,101.67,Corner,C1-9,,,,,,10.0,250000,668,2019-06-28,2.5
Greenwich Village,Manhattan,568,21,No,2019-06-27,30000000,6525,65.17,Interior,C1-7,,,,,,7.2,46577,644,2019-06-27,2.5
East New York,Brooklyn,4006,13,No,2019-06-26,3000000,3000,30.0,Corner,R6A,,,,,MIH,3.6,10800,102,2019-06-26,2.5
Borough Park,Brooklyn,5289,80,No,2019-06-26,1100000,6300,60.0,Interior,M1-2,,,,,,2.0,12600,238,2019-06-26,2.5
Williamsburg,Brooklyn,2387,27,No,2019-06-26,3600000,2375,25.0,Interior,M1-2/R6A ,,,,MX-8,VIH,2.7,6413,561,2019-06-26,2.5
Mount Eden,The Bronx,2871,61,No,2019-06-25,25000000,21516,425.0,Interior,R9A ,,C2-4,,J,MIH,8.5,182886,89,2019-06-25,2.5
Dyker Heights,Brooklyn,6056,15,No,2019-06-25,16250000,25135,439.65,Corner ,C4-2A,,,,,,3.0,69160,361,2019-06-25,2.5
Astoria,Queens,569,53,No,2019-06-24,2600000,2736,28.5,Interior,R6A,,,,,,3.0,8208,317,2019-06-24,2.5
Midwood,Brooklyn,6495,45,No,2019-06-21,1020000,2565,27.0,Interior,R5 ,,,,OP,,1.25,3206,318,2019-06-21,2.5
Upper East Side,Manhattan,1559,4,No,2019-06-20,13775000,1875,25.0,Corner ,R10A ,,C1-9,C1-5,,,10.0,18750,735,2019-06-20,2.5
Williamsburg,Brooklyn,2321,15,No,2019-06-19,2400000,2000,20.0,Interior,M1-2/R6A  ,,,,MX-8,VIH,2.7,5400,444,2019-06-19,2.5
Bushwick,Brooklyn,3392,36,No,2019-06-18,1100000,1900,20.0,Interior,R6,,,,,,2.2,4180,263,2019-06-18,2.5
Williamsburg,Brooklyn,2785,27,No,2019-06-18,2075000,1875,25.0,Interior,R7A  ,,C2-4,,,VIH,3.45,6469,321,2019-06-18,2.5
Sunset Park,Brooklyn,845,"11, 12",Yes,2019-06-14,5000000,4007,40.0,Interior,R6B,,,,,,2.0,8014,143,2019-06-14,2.5
Gowanus,Brooklyn,456,23,No,2019-06-12,1900000,8936,195.92,Corner,M1-2,,,,,,8.5,75956,197,2019-06-12,2.5
Upper East Side,Manhattan,1508,4,No,2019-06-11,62000000,10217,100.0,Interior,R10A  ,R10,,,Pl,,10.0,113483,546,2019-06-11,2.5
Bedford-Stuyvesant,Brooklyn,1716,10,No,2019-06-06,10500000,10000,100.0,Interior ,M1-2,,,,,,2.0,95995,109,2019-06-06,2.5
Astoria,Queens,382,15,No,2019-06-04,1750000,2242,25.0,Interior,M1-2/R6A ,,,,LIC,,3.0,6726,260,2019-06-04,2.5
Boerum Hill,Brooklyn,166,"21, 23, 24, 25, 27",Yes,2019-05-31,17400000,9666,140.0,Interior,C6-4 ,,,,DB,,10.0,115881,150,2019-05-31,2.5
Port Morris,The Bronx,2592,72,No,2019-05-30,3775000,14650,365.0,Corner,M3-1,,,,,,2.0,29300,121,2019-05-30,2.5
Bushwick,Brooklyn,"3380, 3387","59, 14",Yes,2019-05-30,3550000,3000,38.0,Interior,R6,,C1-3,,,,2.2,6600,182,2019-05-30,2.5
Astoria,Queens,515,29,No,2019-05-30,1200000,7700,50.0,Interior,R6B,,,,,,2.0,15400,245,2019-05-30,2.5
Upper East Side,Manhattan,1548,"47, 48",Yes,2019-05-28,25908851,4086,40.0,Interior,C2-8A,,,,TA,,10.0,40860,634,2019-05-28,2.5
Brighton Beach,Brooklyn,8672,"31, 33, 36, 37",Yes,2019-05-23,6000000,10000,95.0,Through,R6 ,,C1-2,,OP,,3.0,26800,224,2019-05-23,2.5
Fordham Manor,The Bronx,3237,"9, 12, 163, 165",Yes,2019-05-22,2775000,31767,452.0,Interior,R6,,,,,,3.0,95301,29,2019-05-22,2.5
Port Morris,The Bronx,2599,175,No,2019-05-17,4000000,35800,100.0,Interior,M3-1,,,,,,2.0,71600,56,2019-05-17,2.5
Bath Beach,Brooklyn,6437,13,No,2019-05-15,1650000,8144,50.5,Interior ,R5,,C2-2,,,,1.25,10180,162,2019-05-15,2.5
Stapleton,Staten Island,490,49,No,2019-05-13,1150000,8740,75.06,Corner,C4-2A ,,,,,,3.4,29716,64,2019-05-13,2.5
Upper East Side,Manhattan,1495,"56, 58",Yes,2019-05-10,32500000,3400,35.0,Interior ,C5-1 ,,,,MP,,10.0,34000,956,2019-05-10,2.5
Williamsburg,Brooklyn,2250,45,No,2019-05-09,4517306,6300,63.0,Interior,R7A,,,,,VIH,3.45,21735,208,2019-05-09,2.5
East Williamsburg,Brooklyn,3084,1,No,2019-05-08,45500000,80000,1200.0,Through,M1-2,,,,,,2.0,160000,284,2019-05-08,2.5
Bedford-Stuyvesant,Brooklyn,1925,56,No,2019-05-07,1750000,2433,24.33,Interior ,R7A ,,C2-4,,,VIH,3.45,8394,208,2019-05-07,2.5
Dyker Heights,Brooklyn,6055,21,No,2019-05-07,5650000,9005,180.19,Corner ,C4-2A,,,,,,3.0,27015,209,2019-05-07,2.5
East Harlem,Manhattan,1815,7,No,2019-05-02,1800000,1682,16.67,Interior,R7B,,,,,,3.0,5046,202,2019-05-02,2.5
Boerum Hill,Brooklyn,934,7512,No,2019-05-02,1020000,2500,25.0,Interior ,R6B,,,,,,2.0,5559,331,2019-05-02,2.5
Greenpoint,Brooklyn,2540,65,No,2019-05-02,1840000,2500,25.0,Interior,R6B,,,,,,2.0,5000,360,2019-05-02,2.5
Astoria,Queens,802,24,No,2019-05-01,1750000,6001,60.0,Interior,M1-1,,,,,,1.0,6001,292,2019-05-01,2.5
Lower West Side,Manhattan,344,139,No,2019-05-01,8700000,4087,46.2,Interior,R7A ,,C1-5,,,,4.0,16348,532,2019-05-01,2.5
Belmont,The Bronx,3087,22,No,2019-04-30,1000000,8300,100.0,Interior,R6,R7-1,C2-4,,,,,26308,91,2019-04-30,2.5
Fordham Heights,The Bronx,3236,220,No,2019-04-30,5000000,12978,181.0,Interior,R7-1,,C2-4,,,,4.0,51912,96,2019-04-30,2.5
Hunts Point,The Bronx,2771,217,No,2019-04-30,8000000,5000,50.0,Interior,M3-1,,,,,,2.0,10000,100,2019-04-30,2.5
Gowanus,Brooklyn,456,32,No,2019-04-30,5000000,3913,40.0,Interior,C4-4D,,,,G,MIH,8.5,33261,150,2019-04-30,2.5
Clinton Hill,Brooklyn,1888,81,No,2019-04-30,2400000,10000,100.0,Interior ,R6B,,,,,,2.0,20000,400,2019-04-30,2.5
City Island,The Bronx,5647,"112, 115",Yes,2019-04-24,1100000,12458,128.33,Corner,R2,,,,CD,,0.5,6229,177,2019-04-24,2.5
Upper West Side,Manhattan,1243,55,No,2019-04-24,114436164,12500,100.0,Corner,C4-6A ,R10A,,,EC-3,,10.0,232290,493,2019-04-24,2.5
Crown Heights,Brooklyn,1133,"51, 52",Yes,2019-04-23,1150000,3260,40.84,Interior,R7A ,,C2-4,,,MIH,4.6,14996,77,2019-04-23,2.5
University Heights,The Bronx,3240,28,No,2019-04-22,2700000,14863,440.0,Corner,R6,,,,,,,41629,65,2019-04-22,2.5
Chinatown,Manhattan,306,33,No,2019-04-15,5880000,2500,24.83,Interior,C6-1G,,,,,,6.0,15000,392,2019-04-15,2.5
Prospect Heights,Brooklyn,1153,45,No,2019-04-11,2550000,3850,25.0,Interior,R6B,R6A,C2-4,,,,,9343,273,2019-04-11,2.5
Astoria,Queens,596,12,No,2019-04-08,1975000,3407,25.0,Interior,R6A ,R6B,,,,,3.0,9317,212,2019-04-08,2.5
Gravesend,Brooklyn,6915,44,No,2019-04-03,1650000,10150,221.9,Corner ,R5,,,,,,1.25,12688,130,2019-04-03,2.5
University Heights,The Bronx,3231,265,No,2019-04-02,31550000,162200,267.0,Interior,R7-2,,,,,,,613968,51,2019-04-02,2.5
Bedford-Stuyvesant,Brooklyn,2029,19,No,2019-04-02,7200000,9204,212.6,Corner,M1-2 ,,,,,,2.0,18408,391,2019-04-02,2.5
Bedford-Stuyvesant,Brooklyn,1627,"35, 36",No,2019-04-01,1600000,7000,70.0,Interior ,R6B,,,,,,2.0,15360,158,2019-04-01,2.5
Bedford-Stuyvesant,Brooklyn,1526,7502,No,2019-04-01,2425000,2500,25.0,Interior ,R6 ,,,,,,2.2,6901,164,2019-04-01,2.5
Astoria,Queens,835,14,No,2019-04-01,1130000,2250,25.0,Interior,C4-3,,,,,,3.4,7650,170,2019-04-01,2.5
Bedford-Stuyvesant,Brooklyn,1526,44,No,2019-04-01,1300000,2500,25.0,Interior,R6,,,,,,2.2,5500,205,2019-04-01,2.5
Astoria,Queens,835,11,No,2019-04-01,1130000,2250,25.0,Interior,C4-3,,,,,,3.4,7650,209,2019-04-01,2.5
SoHo,Manhattan,476,56,No,2019-04-01,8000000,2726,29.0,Interior,M1-5/R10,,,,SNX,,5.0,13630,587,2019-04-01,2.5
Clinton Hill,Brooklyn,2019,51,No,2019-03-28,8000000,7650,226.95,Corner,R7A ,,C2-4,,,VIH,3.45,26393,303,2019-03-28,2.5
Mount Eden,The Bronx,2856,53,No,2019-03-26,9741249,22914,357.0,Corner,R8A,,C2-4,,J,MIH,7.2,164981,59,2019-03-26,2.5
Central Harlem,Manhattan,1948,35,No,2019-03-25,68806000,32521,99.0,Corner,R8A  ,R7A,C2-4,,,,6.02,205121,335,2019-03-25,2.5
Flatbush,Brooklyn,7576,12,No,2019-03-19,19000000,29624,330.0,Corner,R6 ,,C8-2,C2-2,,,,82222,231,2019-03-19,2.5
University Heights,The Bronx,3195,30,No,2019-03-18,20144000,5000,150.0,Through,R7-1,,,,,,3.44,17200,58,2019-03-18,2.5
Hell's Kitchen,Manhattan,708,17,No,2019-03-18,1000000,7406,75.0,Through,Park,,,,HY,,6.02,44584,452,2019-03-18,2.5
Central Harlem,Manhattan,1954,136,No,2019-03-15,50000000,1913,25.5,Interior,R8A,,C2-4,,,,6.02,11516,156,2019-03-15,2.5
Brooklyn Navy Yard,Brooklyn,2023,10,No,2019-03-15,1800000,113700,342.17,Through,M3-1,,,,,,2.0,227400,220,2019-03-15,2.5
Bushwick,Brooklyn,3349,11,Yes,2019-03-15,4250000,7500,75.0,Interior,R6,,,,,,2.2,18500,230,2019-03-15,2.5
Chelsea,Manhattan,700,"55, 56",Yes,2019-03-13,21350000,4917,50.0,Interior,C6-3,,,,WCH,VIH,7.5,36878,561,2019-03-13,2.5
Chelsea,Manhattan,700,57,No,2019-03-13,20675000,4937,50.0,Interior,C6-3,,,,WCH,VIH,7.5,37028,577,2019-03-13,2.5
Williamsburg,Brooklyn,2994,75,No,2019-03-12,14300000,42166,119.92,Corner,M1-2,,,,,,2.0,84332,170,2019-03-12,2.5
Bedford Park,The Bronx,"3321, 3310","10, 59",Yes,2019-03-09,15000000,27500,125.0,Interior,R8,,C1-3,,,,6.02,165550,70,2019-03-09,2.5
Port Ivory Howland Hook,Staten Island,1318,224,No,2019-03-04,1225000,81200,250.0,Interior,M1-1,,,,,,1.0,81200,40,2019-03-04,2.5
Sheepshead Bay,Brooklyn,8815,"550, 575, 580",Yes,2019-03-04,3250000,22994,130.0,Interior,R5  ,,C2-2,,SB,,1.25,28743,43,2019-03-04,2.5
Rosebank,Staten Island,2846,12,No,2019-03-01,5650000,167957,343.0,Interior,M3-1,,,,,,2.0,335914,17,2019-03-01,2.5
Bedford-Stuyvesant,Brooklyn,1842,15,No,2019-02-28,1000000,42700,180.0,Through,C4-5D,R6B,,,,VIH,,164634,197,2019-02-28,2.5
Red Hook,Brooklyn,586,28,No,2019-02-28,32500000,2250,115.0,Corner,R5  ,,C1-3,,,,1.25,2813,356,2019-02-28,2.5
Mott Haven,The Bronx,2349,"46, 47, 100",Yes,2019-02-27,59000000,120671,373.11,Interior,R7-2,,C4-4,C2-4,HRW,VIH,3.0,362013,163,2019-02-27,2.5
Williamsburg,Brooklyn,2769,33,No,2019-02-26,1800000,2785,25.0,Interior,R6B,,,,,,2.0,5570,323,2019-02-26,2.5
Bedford-Stuyvesant,Brooklyn,1911,16,No,2019-02-22,2350000,2500,125.0,Corner,R7A,,C2-4,,,VIH,3.45,8625,272,2019-02-22,2.5
Upper East Side/Lenox Hill,Manhattan,1469,21,No,2019-02-20,68000000,12771,102.17,Corner,R10 ,R8B,,,,,,112420,605,2019-02-20,2.5
Bedford-Stuyvesant,Brooklyn,1997,"60, 62",Yes,2019-02-19,5045000,3668,37.42,Through,R7D,,C2-4,,,VIH,4.2,15406,327,2019-02-19,2.5
Ditmars Steinway,Queens,768,"125, 15",Yes,2019-02-15,1200000,7273,75.0,Interior,R4,,M1-1,C2-2,,,0.75,5455,220,2019-02-15,2.5
Upper East Side/Lenox Hill,Manhattan,1467,48,No,2019-02-14,14000000,2882,25.5,Interior,C1-9 ,R8B,,,,,10.0,28820,486,2019-02-14,2.5
Prospect Heights,Brooklyn,1129,"50, 100",Yes,2019-02-13,143078000,116535,914.0,Interior,M1-1 ,,,,,,1.0,651400,220,2019-02-13,2.5
Greenpoint,Brooklyn,2685,60,No,2019-02-11,1750000,2500,25.0,Interior,R6B,,,,,,2.0,5000,350,2019-02-11,2.5
Fordham,The Bronx,3023,4,No,2019-02-07,2715000,11300,113.0,Interior,R7-1,,,,,,,39814,68,2019-02-07,2.5
Astoria,Queens,600,"111, 8",Yes,2019-02-01,7214000,9625,100.0,Interior,M1-2/R6A,,,,LIC,,3.0,28875,250,2019-02-01,2.5
"Charleston
",Staten Island,7385,"193, 201",Yes,2019-01-25,3500000,69880,307.0,Interior,M3-1,,,,SRD,,2.0,139760,25,2019-01-25,2.5
Red Hook,Brooklyn,555,5,No,2019-01-24,12875000,24000,240.0,Through,M2-1,,,,,,2.0,48000,268,2019-01-24,2.5
Two Bridges,Manhattan,280,"14, 15",Yes,2019-01-22,30000000,17000,175.0,Interior,R7-2  ,,C6-1G,,,,3.44,97700,307,2019-01-22,2.5
Bushwick,Brooklyn,3428,"65, 66, 67",Yes,2019-01-16,2800000,6000,60.0,Interior,R6,,,,,,2.2,13200,212,2019-01-16,2.5
Hell's Kitchen,Manhattan,1034,55,No,2019-01-16,5750000,2510,25.0,Interior,C6-2 ,,,,CL,,4.2,10542,545,2019-01-16,2.5
Soundview,The Bronx,3627,1,No,2019-01-15,18500000,151992,627.0,Interior,R6,,,,,,,387982,48,2019-01-15,2.5
Astoria,Queens,896,"202, 205",Yes,2019-01-15,3005000,8179,72.0,Interior,R5B,,,,,,1.35,11042,272,2019-01-15,2.5
Wakefield,The Bronx,5035,30,No,2019-01-10,255000000,15988,274.99,Corner,M1-1,,,,,,1.0,15988,153,2019-01-10,2.5
Greenwood Heights,Brooklyn,635,"10, 11, 13, 72",Yes,2019-01-10,2450000,791902,1253.67,Interior ,M3-1,,,,,,2.0,1583804,161,2019-01-10,2.5
Astoria,Queens,601,"35, 36, 37",Yes,2019-01-09,3555000,4986,165.0,Corner,M1-2/R5B ,,,,LIC,,1.35,9972,356,2019-01-09,2.5
Olinville,The Bronx,4663,24,No,2019-01-08,1166054,5518,29.46,Interior,R7A,,,,,,4.0,22072,53,2019-01-08,2.5
Upper East SIde,Manhattan,1548,"23, 24, 25",Yes,2019-01-08,30850000,5625,75.0,Interior ,C2-8A,,,,,,10.0,56250,548,2019-01-08,2.5
Upper East SIde,Manhattan,1545,14,No,2019-01-08,23000000,7675,75.0,Interior,R8B,,,,,,4.0,30680,750,2019-01-08,2.5
Wakefield,The Bronx,4997,1,No,2019-01-03,7000000,29452,340.0,Corner,R6A ,R5,C2-4,,,,3.0,88356,79,2019-01-03,2.5
Eastchester,The Bronx,4952,60,No,2019-01-03,1650000,13301,300.0,Corner,M1-1,,,,,,1.0,13301,124,2019-01-03,2.5
Chelsea,Manhattan,799,63,No,2018-12-28,112607590,7406,75.0,Interior,M1-6 ,,,,,,10.0,142949,788,2018-12-28,2.5
Soundview,The Bronx,3646,47,No,2018-12-19,1775000,10515,130.54,Corner,M1-1,,,,,,1.0,10515,169,2018-12-19,2.5
Mott Haven,The Bronx,2280,72,No,2018-12-18,11200000,5000,50.0,Interior,R6,,,,,,2.2,11000,155,2018-12-18,2.5
Kips Bay,Manhattan,939,27,No,2018-12-18,1700000,2469,25.0,Interior,C1-9A,,,,,MIH,10.0,24690,454,2018-12-18,2.5
Central Midtown,Manhattan,1313,63,No,2018-12-17,25900000,5021,50.0,Interior,C5-2.5 ,,,,MID,,12.0,60252,430,2018-12-17,2.25
University Heights,The Bronx,3208,53,No,2018-12-13,1500000,5000,50.0,Interior,R7-1,,,,,,3.44,17200,78,2018-12-13,2.25
Huguenot,Staten Island,6584,"1, 2, 3, 5",Yes,2018-12-13,1350000,16000,160.0,Corner,R3X,,,,SRD,,0.5,8000,188,2018-12-13,2.25
